symbol,snapshot_date,ess_numeric,ess_direction,zacks_direction,jefferson_direction,mclean_direction,signal_pattern,has_conflict,forward_return_30d,forward_return_60d,benchmark_return_30d,winner_loser,ess_correct
BYD,2025-08-24,8.8,BULLISH,BULLISH,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.011232,-0.012626,0.006685,NEUTRAL,False
CADE,2025-08-24,7.3,BULLISH,BULLISH,NO_DATA,NO_DATA,ESS_BULLISH_ANALYST_FULL_AGREE,False,,,0.006685,NO_DATA,
CAH,2025-08-24,9.2,BULLISH,NEUTRAL,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,0.058751,0.093398,0.006685,WINNER,True
CAKE,2025-08-24,7.8,BULLISH,NEUTRAL,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.116521,-0.092502,0.006685,LOSER,False
CALM,2025-08-24,9.4,BULLISH,NEUTRAL,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.160963,-0.225938,0.006685,LOSER,False
CALX,2025-08-24,7.5,BULLISH,BULLISH,NEUTRAL,BULLISH,ESS_BULLISH_ANALYST_MIXED,False,0.062404,0.022955,0.006685,WINNER,True
CART,2025-08-24,8.2,BULLISH,NEUTRAL,NO_DATA,NO_DATA,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.007251,-0.077895,0.006685,NEUTRAL,False
CASH,2025-08-24,8.8,BULLISH,NEUTRAL,NO_DATA,NO_DATA,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.034046,-0.092473,0.006685,LOSER,False
CATY,2025-08-24,7.4,BULLISH,NEUTRAL,NO_DATA,NO_DATA,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.014346,-0.062308,0.006685,LOSER,False
CBOE,2025-08-24,8.5,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.035169,-0.047495,0.006685,LOSER,False
CBRE,2025-08-24,8.7,BULLISH,NEUTRAL,NO_DATA,BULLISH,ESS_BULLISH_ANALYST_MIXED,False,-0.011456,-0.004728,0.006685,NEUTRAL,False
CBRL,2025-08-24,7.2,BULLISH,NEUTRAL,NEUTRAL,NO_DATA,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.188686,-0.318602,0.006685,LOSER,False
CBT,2025-08-24,8.7,BULLISH,NEUTRAL,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.057343,-0.123425,0.006685,LOSER,False
CCBG,2025-08-24,7.7,BULLISH,BULLISH,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,0.016175,-0.038875,0.006685,NEUTRAL,False
CCJ,2025-08-24,8.7,BULLISH,NEUTRAL,BEARISH,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,True,0.158997,0.151127,0.006685,WINNER,True
CCK,2025-08-24,7.4,BULLISH,NEUTRAL,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.054491,-0.012275,0.006685,LOSER,False
CCRD,2025-08-24,7.4,BULLISH,NEUTRAL,NEUTRAL,NO_DATA,ESS_BULLISH_ANALYST_SKEPTICAL,False,,,0.006685,NO_DATA,
CDNS,2025-08-24,7.3,BULLISH,NEUTRAL,NEUTRAL,BULLISH,ESS_BULLISH_ANALYST_MIXED,False,0.061155,-0.022944,0.006685,WINNER,True
CDW,2025-08-24,7.1,BULLISH,NEUTRAL,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.011294,-0.047939,0.006685,NEUTRAL,False
CENTA,2025-08-24,9.9,BULLISH,BULLISH,NO_DATA,NO_DATA,ESS_BULLISH_ANALYST_FULL_AGREE,False,-0.070642,-0.122936,0.006685,LOSER,False
CERS,2025-08-24,8.8,BULLISH,NEUTRAL,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.25,0.179688,0.006685,WINNER,True
CF,2025-08-24,7.9,BULLISH,BULLISH,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,0.011257,0.00882,0.006685,NEUTRAL,False
CFFN,2025-08-24,9.6,BULLISH,NO_DATA,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.007849,-0.017268,0.006685,NEUTRAL,False
CHCO,2025-08-24,7.5,BULLISH,BULLISH,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.038061,-0.042176,0.006685,LOSER,False
CHE,2025-08-24,7.9,BULLISH,BEARISH,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,True,-0.004605,-0.045197,0.006685,NEUTRAL,False
CHKP,2025-08-24,9.2,BULLISH,NEUTRAL,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,0.071276,0.03111,0.006685,WINNER,True
CHRW,2025-08-24,8.9,BULLISH,NEUTRAL,BULLISH,BULLISH,ESS_BULLISH_ANALYST_MIXED,False,0.067117,-0.003076,0.006685,WINNER,True
CHWY,2025-08-24,7.6,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.037242,-0.088324,0.006685,LOSER,False
CI,2025-08-24,9.2,BULLISH,NEUTRAL,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.030639,0.019453,0.006685,LOSER,False
CIM,2025-08-24,9.9,BULLISH,NO_DATA,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.017192,-0.046945,0.006685,LOSER,False
CINF,2025-08-24,7.7,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.013016,0.021412,0.006685,NEUTRAL,False
CLMB,2025-08-24,9.6,BULLISH,NEUTRAL,BULLISH,NO_DATA,ESS_BULLISH_ANALYST_MIXED,False,0.151562,0.070153,0.006685,WINNER,True
CM,2025-08-24,7.6,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.125069,0.123003,0.006685,WINNER,True
CME,2025-08-24,8.2,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.03013,-0.004436,0.006685,LOSER,False
CMG,2025-08-24,7.7,BULLISH,NEUTRAL,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.071813,-0.022222,0.006685,LOSER,False
CMPR,2025-08-24,9.6,BULLISH,NEUTRAL,NEUTRAL,BULLISH,ESS_BULLISH_ANALYST_MIXED,False,0.003238,0.073175,0.006685,NEUTRAL,False
CMRE,2025-08-24,7.8,BULLISH,BEARISH,BEARISH,NEUTRAL,ESS_BULLISH_ANALYST_MAJORITY_BEARISH,True,0.054422,-0.011054,0.006685,WINNER,True
CMT,2025-08-24,7.9,BULLISH,NEUTRAL,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,0.152533,0.0224,0.006685,WINNER,True
CNA,2025-08-24,9.3,BULLISH,NEUTRAL,NO_DATA,BULLISH,ESS_BULLISH_ANALYST_MIXED,False,-0.066626,-0.071735,0.006685,LOSER,False
CNMD,2025-08-24,9.5,BULLISH,NEUTRAL,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.102169,-0.107532,0.006685,LOSER,False
CNX,2025-08-24,8.7,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.051318,0.135229,0.006685,WINNER,True
COHR,2025-08-24,8.1,BULLISH,BULLISH,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,0.207624,0.342762,0.006685,WINNER,True
COIN,2025-08-24,7.3,BULLISH,NEUTRAL,NO_DATA,NO_DATA,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.04598,0.054771,0.006685,WINNER,True
COLB,2025-08-24,9.8,BULLISH,BULLISH,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.005751,-0.058497,0.006685,NEUTRAL,False
COMM,2025-08-24,7.5,BULLISH,BULLISH,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,,,0.006685,NO_DATA,
COR,2025-08-24,9.5,BULLISH,NEUTRAL,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,0.048907,0.139646,0.006685,WINNER,True
CORT,2025-08-24,8.1,BULLISH,NEUTRAL,BEARISH,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,True,0.210695,0.060448,0.006685,WINNER,True
COST,2025-08-24,8.3,BULLISH,BULLISH,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,0.002145,0.000499,0.006685,NEUTRAL,False
COUR,2025-08-24,8.0,BULLISH,BULLISH,NO_DATA,NO_DATA,ESS_BULLISH_ANALYST_FULL_AGREE,False,0.056553,-0.052065,0.006685,WINNER,True
CPRX,2025-08-24,8.1,BULLISH,BULLISH,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.040737,0.005335,0.006685,LOSER,False
CR,2025-08-24,7.7,BULLISH,NEUTRAL,NEUTRAL,BULLISH,ESS_BULLISH_ANALYST_MIXED,False,-0.051756,0.002974,0.006685,LOSER,False
CRAI,2025-08-24,9.5,BULLISH,NEUTRAL,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,0.065785,-0.03543,0.006685,WINNER,True
CRCT,2025-08-24,9.6,BULLISH,NEUTRAL,NO_DATA,NO_DATA,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.154499,-0.106961,0.006685,WINNER,True
CRGY,2025-08-24,7.9,BULLISH,BULLISH,NO_DATA,NO_DATA,ESS_BULLISH_ANALYST_FULL_AGREE,False,-0.04717,-0.10587,0.006685,LOSER,False
CRM,2025-08-24,7.9,BULLISH,NEUTRAL,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.011636,0.030759,0.006685,NEUTRAL,False
CRMD,2025-08-24,7.4,BULLISH,BULLISH,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.166788,-0.176256,0.006685,LOSER,False
CRS,2025-08-24,8.3,BULLISH,BULLISH,NEUTRAL,NO_DATA,ESS_BULLISH_ANALYST_MIXED,False,-0.010106,0.244744,0.006685,NEUTRAL,False
CRUS,2025-08-24,9.6,BULLISH,NEUTRAL,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,0.098612,0.133264,0.006685,WINNER,True
CSCO,2025-08-24,9.8,BULLISH,NEUTRAL,BULLISH,BULLISH,ESS_BULLISH_ANALYST_MIXED,False,0.005958,0.052939,0.006685,NEUTRAL,False
CSGS,2025-08-24,9.1,BULLISH,NEUTRAL,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,0.042847,0.058383,0.006685,WINNER,True
CSTM,2025-08-24,8.3,BULLISH,NEUTRAL,NEUTRAL,NO_DATA,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.057343,0.167832,0.006685,WINNER,True
CTAS,2025-08-24,7.2,BULLISH,NEUTRAL,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.053195,-0.092136,0.006685,LOSER,False
CTBI,2025-08-24,8.7,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.023783,-0.093277,0.006685,LOSER,False
CTS,2025-08-24,7.8,BULLISH,NEUTRAL,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.026408,-0.013729,0.006685,LOSER,False
CTSH,2025-08-24,9.3,BULLISH,NEUTRAL,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.062223,-0.057234,0.006685,LOSER,False
CTSO,2025-08-24,7.8,BULLISH,NEUTRAL,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.060706,-0.07064,0.006685,WINNER,True
CVCO,2025-08-24,8.0,BULLISH,NEUTRAL,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,0.101773,0.142005,0.006685,WINNER,True
CVE,2025-08-24,9.4,BULLISH,NEUTRAL,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.038922,0.036527,0.006685,WINNER,True
CVGW,2025-08-24,9.4,BULLISH,BEARISH,NEUTRAL,BULLISH,ESS_BULLISH_ANALYST_MIXED,True,-0.033769,-0.131278,0.006685,LOSER,False
CVS,2025-08-24,8.3,BULLISH,BULLISH,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,0.074287,0.147771,0.006685,WINNER,True
CWCO,2025-08-24,9.2,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.052234,0.069461,0.006685,WINNER,True
CX,2025-08-24,7.8,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.03044,0.05186,0.006685,WINNER,True
DAC,2025-08-24,7.8,BULLISH,NEUTRAL,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,,,0.006685,NO_DATA,
DAKT,2025-08-24,8.3,BULLISH,NEUTRAL,NEUTRAL,BULLISH,ESS_BULLISH_ANALYST_MIXED,False,0.308057,0.17654,0.006685,WINNER,True
DAL,2025-08-24,7.6,BULLISH,NEUTRAL,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.027479,-0.024175,0.006685,LOSER,False
DASH,2025-08-24,7.5,BULLISH,NEUTRAL,NO_DATA,NO_DATA,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.083456,0.037957,0.006685,WINNER,True
DB,2025-08-24,9.8,BULLISH,BULLISH,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.018137,-0.096372,0.006685,LOSER,False
DBX,2025-08-24,8.9,BULLISH,NEUTRAL,NO_DATA,NO_DATA,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.079867,0.030367,0.006685,WINNER,True
DCI,2025-08-24,8.0,BULLISH,NEUTRAL,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,0.075126,0.106318,0.006685,WINNER,True
DCO,2025-08-24,8.7,BULLISH,NEUTRAL,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.000107,0.063685,0.006685,NEUTRAL,False
DEA,2025-08-24,7.6,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.022647,-0.005773,0.006685,NEUTRAL,False
DELL,2025-08-24,8.9,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.025418,0.181433,0.006685,NEUTRAL,False
DFIN,2025-08-24,8.6,BULLISH,BULLISH,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.093226,-0.029947,0.006685,LOSER,False
DGICA,2025-08-24,8.7,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.105686,0.109133,0.006685,WINNER,True
DGII,2025-08-24,9.6,BULLISH,NEUTRAL,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,0.12209,0.168657,0.006685,WINNER,True
DHT,2025-08-24,7.1,BULLISH,NEUTRAL,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,0.105811,0.094536,0.006685,WINNER,True
DLX,2025-08-24,9.1,BULLISH,NEUTRAL,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.030669,-0.041227,0.006685,LOSER,False
DNOW,2025-08-24,8.9,BULLISH,BULLISH,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.012133,-0.031928,0.006685,NEUTRAL,False
DORM,2025-08-24,7.2,BULLISH,BULLISH,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.035051,-0.048655,0.006685,LOSER,False
DOX,2025-08-24,8.6,BULLISH,NEUTRAL,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.045757,-0.035965,0.006685,LOSER,False
DPZ,2025-08-24,7.1,BULLISH,NEUTRAL,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.076265,-0.080906,0.006685,LOSER,False
DUK,2025-08-24,7.9,BULLISH,NEUTRAL,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-8.1e-05,0.03371,0.006685,NEUTRAL,False
DVA,2025-08-24,8.7,BULLISH,NEUTRAL,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.032768,-0.067793,0.006685,LOSER,False
DVN,2025-08-24,8.0,BULLISH,NEUTRAL,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.029364,-0.058641,0.006685,LOSER,False
DX,2025-08-24,8.7,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,,,0.006685,NO_DATA,
E,2025-08-24,9.4,BULLISH,BULLISH,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.015173,0.01714,0.006685,LOSER,False
EBF,2025-08-24,8.1,BULLISH,NO_DATA,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.012453,-0.067905,0.006685,NEUTRAL,False
EBR,2025-08-24,8.1,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,,,0.006685,NO_DATA,
EBS,2025-08-24,8.1,BULLISH,NEUTRAL,BEARISH,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,True,-0.11087,0.05,0.006685,LOSER,False
ECG,2025-08-24,8.3,BULLISH,BULLISH,NO_DATA,NO_DATA,ESS_BULLISH_ANALYST_FULL_AGREE,False,0.075784,0.157254,0.006685,WINNER,True
ED,2025-08-24,8.6,BULLISH,NEUTRAL,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.014007,0.008204,0.006685,LOSER,False
EDN,2025-08-24,8.1,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,,,0.006685,NO_DATA,
EEFT,2025-08-24,8.1,BULLISH,NEUTRAL,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.089422,-0.13038,0.006685,LOSER,False
EFSC,2025-08-24,9.5,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.008218,-0.091424,0.006685,NEUTRAL,False
EGO,2025-08-24,8.2,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.226318,0.125161,0.006685,WINNER,True
EHC,2025-08-24,7.7,BULLISH,NEUTRAL,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,0.037483,0.036168,0.006685,WINNER,True
EHTH,2025-08-24,8.7,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.087071,0.343008,0.006685,WINNER,True
ELA,2025-08-24,8.9,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.046296,0.123016,0.006685,WINNER,True
ELAN,2025-08-24,9.0,BULLISH,BULLISH,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,0.042159,0.223721,0.006685,WINNER,True
ELMD,2025-08-24,8.8,BULLISH,NEUTRAL,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.182178,0.222277,0.006685,WINNER,True
ELV,2025-08-24,7.5,BULLISH,BEARISH,BULLISH,NO_DATA,ESS_BULLISH_ANALYST_MAJORITY_BEARISH,True,0.036613,0.10882,0.006685,WINNER,True
EME,2025-08-24,9.5,BULLISH,NEUTRAL,BULLISH,BULLISH,ESS_BULLISH_ANALYST_MIXED,False,0.058343,0.143441,0.006685,WINNER,True
EML,2025-08-24,9.9,BULLISH,NO_DATA,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,0.043202,-0.103346,0.006685,WINNER,True
ENB,2025-08-24,8.7,BULLISH,NEUTRAL,BEARISH,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,True,0.042017,-0.008823,0.006685,WINNER,True
ENS,2025-08-24,7.6,BULLISH,NEUTRAL,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.090497,0.197017,0.006685,WINNER,True
ENSG,2025-08-24,8.6,BULLISH,NEUTRAL,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.018828,0.091069,0.006685,LOSER,False
ENTA,2025-08-24,7.7,BULLISH,NEUTRAL,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.172055,0.232102,0.006685,LOSER,False
EPAM,2025-08-24,7.5,BULLISH,NEUTRAL,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.107066,-0.091473,0.006685,LOSER,False
EPC,2025-08-24,7.9,BULLISH,NEUTRAL,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.164513,-0.151237,0.006685,LOSER,False
EPD,2025-08-24,8.5,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.007258,-0.023351,0.006685,NEUTRAL,False
EQH,2025-08-24,9.3,BULLISH,NEUTRAL,NO_DATA,NO_DATA,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.021936,-0.079047,0.006685,NEUTRAL,False
ES,2025-08-24,8.3,BULLISH,NEUTRAL,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.107573,0.178891,0.006685,WINNER,True
ESCA,2025-08-24,7.7,BULLISH,BEARISH,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,True,-0.042748,-0.082317,0.006685,LOSER,False
ESNT,2025-08-24,8.8,BULLISH,NEUTRAL,NO_DATA,NO_DATA,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.01935,-0.032038,0.006685,NEUTRAL,False
ETN,2025-08-24,7.5,BULLISH,NEUTRAL,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.065826,0.077048,0.006685,WINNER,True
EVR,2025-08-24,9.2,BULLISH,BULLISH,NO_DATA,BULLISH,ESS_BULLISH_ANALYST_FULL_AGREE,False,0.116909,0.000604,0.006685,WINNER,True
EVTC,2025-08-24,9.2,BULLISH,BULLISH,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.076605,-0.144392,0.006685,LOSER,False
EXE,2025-08-24,7.3,BULLISH,NEUTRAL,BEARISH,NO_DATA,ESS_BULLISH_ANALYST_MAJORITY_BEARISH,True,0.064468,0.103995,0.006685,WINNER,True
EXEL,2025-08-24,9.5,BULLISH,BULLISH,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,0.050396,0.003958,0.006685,WINNER,True
EZPW,2025-08-24,7.8,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.107275,0.115906,0.006685,WINNER,True
FAST,2025-08-24,8.7,BULLISH,NEUTRAL,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.045355,-0.144818,0.006685,LOSER,False
FBIN,2025-08-24,7.4,BULLISH,NEUTRAL,BULLISH,NO_DATA,ESS_BULLISH_ANALYST_MIXED,False,-0.095874,-0.136963,0.006685,LOSER,False
FBIZ,2025-08-24,8.7,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.003689,-0.034168,0.006685,NEUTRAL,False
FCF,2025-08-24,8.6,BULLISH,BULLISH,NO_DATA,NO_DATA,ESS_BULLISH_ANALYST_FULL_AGREE,False,-0.006264,-0.076879,0.006685,NEUTRAL,False
FDP,2025-08-24,8.1,BULLISH,NO_DATA,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.033206,-0.06233,0.006685,LOSER,False
FE,2025-08-24,7.6,BULLISH,NEUTRAL,BEARISH,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,True,0.003666,0.065995,0.006685,NEUTRAL,False
FFBC,2025-08-24,7.5,BULLISH,BULLISH,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.016374,-0.073517,0.006685,LOSER,False
FFIV,2025-08-24,8.3,BULLISH,BULLISH,NEUTRAL,BULLISH,ESS_BULLISH_ANALYST_MIXED,False,0.028508,-0.043839,0.006685,WINNER,True
FHI,2025-08-24,9.4,BULLISH,BULLISH,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.012055,-0.054248,0.006685,NEUTRAL,False
FLEX,2025-08-24,7.6,BULLISH,NEUTRAL,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,0.119857,0.205927,0.006685,WINNER,True
FLR,2025-08-24,7.7,BULLISH,NEUTRAL,BEARISH,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,True,0.067394,0.155636,0.006685,WINNER,True
FLXS,2025-08-24,9.5,BULLISH,NEUTRAL,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,0.047372,-0.216317,0.006685,WINNER,True
FMAO,2025-08-24,9.0,BULLISH,BULLISH,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.010646,-0.071212,0.006685,NEUTRAL,False
FMBH,2025-08-24,7.7,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.021848,-0.08212,0.006685,LOSER,False
FMS,2025-08-24,8.8,BULLISH,BULLISH,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,0.015817,0.064452,0.006685,NEUTRAL,False
FN,2025-08-24,8.5,BULLISH,BULLISH,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,0.217529,0.328904,0.006685,WINNER,True
FOX,2025-08-24,9.0,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.019591,-0.028234,0.006685,NEUTRAL,False
FPI,2025-08-24,8.3,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.002747,-0.052467,0.006685,NEUTRAL,False
FRME,2025-08-24,7.5,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.027696,-0.105097,0.006685,LOSER,False
FSFG,2025-08-24,9.5,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,,,0.006685,NO_DATA,
FSS,2025-08-24,10.0,BULLISH,BULLISH,NO_DATA,BULLISH,ESS_BULLISH_ANALYST_FULL_AGREE,False,-0.016513,-0.01193,0.006685,LOSER,False
